ID,DATE,AMOUNT,TAXES
T00004446,31/10/2016,1445,231.2
T00004447,31/10/2016,3706,592.96
T00004448,31/10/2016,1326,212.16
T00004449,31/10/2016,255,40.8
T00004450,31/10/2016,1564,250.24
T00004451,31/10/2016,595,95.2
T00004452,31/10/2016,170,27.2
T00004453,31/10/2016,187,29.92
T00004454,31/10/2016,7593,1214.88
T00004455,31/10/2016,440,70.4
T00004456,31/10/2016,1282,205.12
T00004457,31/10/2016,85,13.6
T00004458,31/10/2016,425,68
T00004459,31/10/2016,298.7,47.79
T00004460,31/10/2016,207,33.12
T00004461,31/10/2016,212,33.92
T00004462,31/10/2016,225,36
T00004463,31/10/2016,595,95.2
T00004464,31/10/2016,202,32.32
T00004465,31/10/2016,85,13.6
T00004466,31/10/2016,639,102.24
T00004467,31/10/2016,289,46.24
T00004468,31/10/2016,1075,172
T00004469,01/11/2016,107.97,17.28
T00004470,01/11/2016,255,40.8
T00004471,01/11/2016,2299,367.84
T00004472,01/11/2016,292,46.72
T00004473,01/11/2016,204,32.64
T00004474,01/11/2016,170,27.2
T00004475,01/11/2016,527,84.32
T00004476,01/11/2016,935,149.6
T00004477,02/11/2016,170,27.2
T00004478,02/11/2016,202,32.32
T00004479,02/11/2016,2027.62,324.42
T00004480,02/11/2016,430,68.8
T00004481,02/11/2016,215,34.4
T00004482,02/11/2016,430,68.8
T00004483,02/11/2016,1020,163.2
T00004484,02/11/2016,221.9,35.5
T00004485,03/11/2016,709.33,113.49
T00004486,03/11/2016,102,16.32
T00004487,03/11/2016,340,54.4
T00004488,03/11/2016,361.36,57.82
T00004489,03/11/2016,765,122.4
T00004490,03/11/2016,85,13.6
T00004491,03/11/2016,900,144
T00004492,03/11/2016,1882.85,301.26
T00004493,03/11/2016,645,103.2
T00004494,03/11/2016,207,33.12
T00004495,03/11/2016,2731,436.96
T00004496,03/11/2016,131.45,21.03
T00004497,03/11/2016,639,102.24
T00004498,03/11/2016,202,32.32
T00004499,03/11/2016,2094,335.04
T00004500,03/11/2016,1467.5,234.8
T00004501,03/11/2016,210,33.6
T00004502,03/11/2016,164.01,26.24
T00004503,03/11/2016,207,33.12
T00004504,03/11/2016,123.25,19.72
T00004505,03/11/2016,70,11.2
T00004506,03/11/2016,2460,393.6
T00004507,03/11/2016,3195,511.2
T00004508,03/11/2016,165,26.4
T00004509,03/11/2016,187,29.92
T00004510,03/11/2016,270,43.2
T00004511,03/11/2016,330,52.8
T00004512,03/11/2016,335,53.6
T00004513,03/11/2016,255,40.8
T00004514,03/11/2016,9428,1508.48
T00004515,03/11/2016,143.58,22.97
T00004516,03/11/2016,8044,1287.04
T00004517,03/11/2016,3217,514.72
T00004518,03/11/2016,13433,2149.28
T00004519,03/11/2016,215,34.4
T00004520,03/11/2016,621,99.36
T00004521,04/11/2016,225.4,36.06
T00004522,04/11/2016,215,34.4
T00004523,04/11/2016,510,81.6
T00004524,04/11/2016,430,68.8
T00004525,04/11/2016,3774,603.84
T00004526,04/11/2016,4697,751.52
T00004527,04/11/2016,828,132.48
T00004528,04/11/2016,422,67.52
T00004529,04/11/2016,1439,230.24
T00004530,04/11/2016,3060,489.6
T00004531,04/11/2016,192,30.72
T00004532,04/11/2016,431.27,69
T00004533,07/11/2016,84,13.44
T00004534,07/11/2016,120,19.2
T00004535,07/11/2016,1020,163.2
T00004536,07/11/2016,85,13.6
T00004537,07/11/2016,217,34.72
T00004538,07/11/2016,202,32.32
T00004539,07/11/2016,1255,200.8
T00004540,07/11/2016,848,135.68
T00004541,07/11/2016,404,64.64
T00004542,07/11/2016,207,33.12
T00004543,07/11/2016,1061,169.76
T00004544,07/11/2016,414,66.24
T00004545,07/11/2016,207,33.12
T00004546,07/11/2016,202,32.32
T00004547,07/11/2016,680,108.8
T00004548,07/11/2016,410,65.6
T00004549,07/11/2016,189,30.24
T00004550,07/11/2016,414,66.24
T00004551,07/11/2016,322,51.52
T00004552,08/11/2016,207,33.12
T00004553,08/11/2016,422,67.52
T00004554,08/11/2016,414,66.24
T00004555,08/11/2016,561,89.76
T00004556,08/11/2016,83,13.28
T00004557,08/11/2016,80,12.8
T00004558,08/11/2016,1303.51,208.56
T00004559,08/11/2016,1700,272
T00004560,08/11/2016,215,34.4
T00004561,08/11/2016,212,33.92
T00004562,08/11/2016,1751,280.16
T00004563,09/11/2016,762,121.92
T00004564,09/11/2016,1896,303.36
T00004565,09/11/2016,85,13.6
T00004566,09/11/2016,85,13.6
T00004567,09/11/2016,102,16.32
T00004568,09/11/2016,935,149.6
T00004569,09/11/2016,255,40.8
T00004570,09/11/2016,1107,177.12
T00004571,09/11/2016,762,121.92
T00004572,09/11/2016,597.4,95.58
T00004573,09/11/2016,85,13.6
T00004574,10/11/2016,1190,190.4
T00004575,10/11/2016,160,25.6
T00004576,10/11/2016,225.1,36.02
T00004577,10/11/2016,112.55,18.01
T00004578,10/11/2016,1051,168.16
T00004579,10/11/2016,430,68.8
T00004580,10/11/2016,1631,260.96
T00004581,10/11/2016,1444,231.04
T00004582,10/11/2016,1676,268.16
T00004583,10/11/2016,410,65.6
T00004584,10/11/2016,170,27.2
T00004585,11/11/2016,226.88,36.3
T00004586,11/11/2016,854,136.64
T00004587,11/11/2016,59725.55,9556.09
T00004588,11/11/2016,420,67.2
T00004589,11/11/2016,3007,481.12
T00004590,11/11/2016,7150,1144
T00004591,11/11/2016,204.06,32.65
T00004592,11/11/2016,660,105.6
T00004593,11/11/2016,850,136
T00004594,11/11/2016,340,54.4
T00004595,14/11/2016,44902,7184.32
T00004596,14/11/2016,4652,744.32
T00004597,14/11/2016,645,103.2
T00004598,14/11/2016,1545,247.2
T00004599,14/11/2016,215,34.4
T00004600,14/11/2016,422,67.52
T00004601,14/11/2016,85,13.6
T00004602,14/11/2016,1540,246.4
T00004603,14/11/2016,215,34.4
T00004604,14/11/2016,215,34.4
T00004605,14/11/2016,660,105.6
T00004606,14/11/2016,1302,208.32
T00004607,14/11/2016,645,103.2
T00004608,14/11/2016,215,34.4
T00004609,14/11/2016,2524,403.84
T00004610,14/11/2016,422,67.52
T00004611,14/11/2016,616,98.56
T00004612,14/11/2016,1712,273.92
T00004613,14/11/2016,255,40.8
T00004614,14/11/2016,170,27.2
T00004615,14/11/2016,430,68.8
T00004616,14/11/2016,639,102.24
T00004617,14/11/2016,255,40.8
T00004618,15/11/2016,115.5,18.48
T00004619,15/11/2016,340,54.4
T00004620,15/11/2016,629,100.64
T00004621,15/11/2016,1747,279.52
T00004622,15/11/2016,102,16.32
T00004623,15/11/2016,765,122.4
T00004624,15/11/2016,430,68.8
T00004625,15/11/2016,1258,201.28
T00004626,15/11/2016,302,48.32
T00004627,15/11/2016,1160.67,185.71
T00004628,15/11/2016,510,81.6
T00004629,16/11/2016,1105,176.8
T00004630,16/11/2016,322,51.52
T00004631,16/11/2016,621,99.36
T00004632,16/11/2016,725,116
T00004633,16/11/2016,160,25.6
T00004634,16/11/2016,272,43.52
T00004635,16/11/2016,527,84.32
T00004636,16/11/2016,661.32,105.81
T00004637,16/11/2016,8393,1342.88
T00004638,16/11/2016,1287,205.92
T00004639,16/11/2016,140,22.4
T00004640,16/11/2016,141.88,22.7
T00004641,16/11/2016,1122,179.52
T00004642,16/11/2016,425,68
T00004643,16/11/2016,860,137.6
T00004644,16/11/2016,342.99,54.88
T00004645,16/11/2016,225.4,36.06
T00004646,17/11/2016,225,36
T00004647,17/11/2016,155.15,24.82
T00004648,17/11/2016,1650,264
T00004649,17/11/2016,2142,342.72
T00004650,17/11/2016,462,73.92
T00004651,17/11/2016,595,95.2
T00004652,17/11/2016,480.64,76.9
T00004653,17/11/2016,385.76,61.72
T00004654,17/11/2016,624.06,99.85
T00004655,18/11/2016,965.45,154.47
T00004656,18/11/2016,854,136.64
T00004657,18/11/2016,1904,304.64
T00004658,18/11/2016,1599,255.84
T00004659,18/11/2016,1260,201.6
T00004660,18/11/2016,170,27.2
T00004661,18/11/2016,9937,1589.92
T00004662,18/11/2016,332,53.12
T00004663,18/11/2016,1110,177.6
T00004664,18/11/2016,207,33.12
T00004665,18/11/2016,8293.78,1327
T00004666,18/11/2016,914,146.24
T00004667,18/11/2016,414,66.24
T00004668,18/11/2016,396.09,63.37
T00004669,18/11/2016,165,26.4
T00004670,22/11/2016,298.7,47.79
T00004671,22/11/2016,3883.1,621.3
T00004672,22/11/2016,340,54.4
T00004673,22/11/2016,1075,172
T00004674,22/11/2016,1222,195.52
T00004675,22/11/2016,414,66.24
T00004676,22/11/2016,611,97.76
T00004677,22/11/2016,1664,266.24
T00004678,22/11/2016,207,33.12
T00004679,22/11/2016,202,32.32
T00004680,22/11/2016,207,33.12
T00004681,22/11/2016,220,35.2
T00004682,22/11/2016,207,33.12
T00004683,22/11/2016,340,54.4
T00004684,23/11/2016,621,99.36
T00004685,23/11/2016,255,40.8
T00004686,23/11/2016,212.82,34.05
T00004687,23/11/2016,339.5,54.32
T00004688,23/11/2016,1059,169.44
T00004689,23/11/2016,1005.79,160.93
T00004690,23/11/2016,1142.55,182.81
T00004691,23/11/2016,434,69.44
T00004692,23/11/2016,2645.57,423.29
T00004693,23/11/2016,85,13.6
T00004694,23/11/2016,1275,204
T00004695,23/11/2016,410,65.6
T00004696,24/11/2016,340,54.4
T00004697,24/11/2016,79,12.64
T00004698,24/11/2016,840.05,134.41
T00004699,24/11/2016,844,135.04
T00004700,24/11/2016,545.46,87.27
T00004701,24/11/2016,340,54.4
T00004702,24/11/2016,450,72
T00004703,24/11/2016,680,108.8
T00004704,25/11/2016,914.64,146.34
T00004705,25/11/2016,6533,1045.28
T00004706,25/11/2016,207,33.12
T00004707,25/11/2016,1505,240.8
T00004708,25/11/2016,615,98.4
T00004709,25/11/2016,1050,168
T00004710,25/11/2016,634,101.44
T00004711,25/11/2016,170,27.2
T00004712,25/11/2016,205,32.8
T00004713,25/11/2016,2465,394.4
T00004714,25/11/2016,1896,303.36
T00004715,28/11/2016,802,128.32
T00004716,28/11/2016,3385,541.6
T00004717,28/11/2016,225,36
T00004718,28/11/2016,615,98.4
T00004719,28/11/2016,440,70.4
T00004720,28/11/2016,1895,303.2
T00004721,28/11/2016,2574,411.84
T00004722,28/11/2016,629,100.64
T00004723,28/11/2016,207,33.12
T00004724,28/11/2016,1075,172
T00004725,28/11/2016,2011,321.76
T00004726,28/11/2016,131.45,21.03
T00004727,28/11/2016,653.09,104.49
T00004728,28/11/2016,500,80
T00004729,28/11/2016,430.74,68.92
T00004730,28/11/2016,323.91,51.83
T00004731,28/11/2016,160,25.6
T00004732,28/11/2016,257,41.12
T00004733,28/11/2016,284,45.44
T00004734,28/11/2016,114.33,18.29
T00004735,28/11/2016,505,80.8
T00004736,28/11/2016,298.7,47.79
T00004737,29/11/2016,207,33.12
T00004738,29/11/2016,255,40.8
T00004739,29/11/2016,131.45,21.03
T00004740,29/11/2016,993.16,158.91
T00004741,29/11/2016,431.88,69.1
T00004742,29/11/2016,3854,616.64
T00004743,29/11/2016,340,54.4
T00004744,29/11/2016,168.01,26.88
T00004745,29/11/2016,791.19,126.59
T00004746,29/11/2016,240,38.4
T00004747,29/11/2016,143.58,22.97
T00004748,29/11/2016,143.58,22.97
T00004749,29/11/2016,107.97,17.28
T00004750,30/11/2016,3552,568.32
T00004751,30/11/2016,170,27.2
T00004752,30/11/2016,160,25.6
T00004753,30/11/2016,215,34.4
T00004754,30/11/2016,470,75.2
T00004755,30/11/2016,4509.71,721.55
T00004756,30/11/2016,374,59.84
T00004757,01/12/2016,168.01,26.88
T00004758,01/12/2016,215,34.4
T00004759,01/12/2016,1033,165.28
T00004760,01/12/2016,380,60.8
T00004761,01/12/2016,2872,459.52
T00004762,01/12/2016,290,46.4
T00004763,01/12/2016,255,40.8
T00004764,01/12/2016,425,68
T00004765,01/12/2016,207,33.12
T00004766,01/12/2016,2210,353.6
T00004767,02/12/2016,340,54.4
T00004768,02/12/2016,215,34.4
T00004769,02/12/2016,647,103.52
T00004770,02/12/2016,613,98.08
T00004771,05/12/2016,170,27.2
T00004772,05/12/2016,527.97,84.48
T00004773,05/12/2016,2523,403.68
T00004774,05/12/2016,114.33,18.29
T00004775,05/12/2016,1688,270.08
T00004776,05/12/2016,1656,264.96
T00004777,05/12/2016,215,34.4
T00004778,05/12/2016,432,69.12
T00004779,05/12/2016,207,33.12
T00004780,05/12/2016,8076.89,1292.3
T00004781,05/12/2016,1940.92,310.55
T00004782,05/12/2016,592.88,94.86
T00004783,05/12/2016,2735,437.6
T00004784,05/12/2016,1059,169.44
T00004785,05/12/2016,220,35.2
T00004786,05/12/2016,9873.03,1579.68
T00004787,05/12/2016,215.94,34.55
T00004788,05/12/2016,1025,164
T00004789,05/12/2016,629,100.64
T00004790,05/12/2016,215,34.4
T00004791,05/12/2016,3240,518.4
T00004792,05/12/2016,215,34.4
T00004793,05/12/2016,308.66,49.39
T00004794,06/12/2016,80,12.8
T00004795,06/12/2016,510,81.6
T00004796,06/12/2016,227,36.32
T00004797,06/12/2016,204,32.64
T00004798,06/12/2016,2179.91,348.79
T00004799,06/12/2016,355.22,56.84
T00004800,06/12/2016,2278,364.48
T00004801,06/12/2016,863.1,138.1
T00004802,06/12/2016,1714,274.24
T00004803,06/12/2016,97,15.52
T00004804,06/12/2016,680,108.8
T00004805,07/12/2016,408,65.28
T00004806,07/12/2016,850,136
T00004807,08/12/2016,444.66,71.15
T00004808,08/12/2016,155.32,24.85
T00004809,08/12/2016,828,132.48
T00004810,08/12/2016,647.82,103.65
T00004811,08/12/2016,322,51.52
T00004812,09/12/2016,440,70.4
T00004813,09/12/2016,414,66.24
T00004814,09/12/2016,215,34.4
T00004815,09/12/2016,450,72
T00004816,09/12/2016,254.1,40.66
T00004817,12/12/2016,1043,166.88
T00004818,12/12/2016,24241,3878.56
T00004819,12/12/2016,340,54.4
T00004820,12/12/2016,661,105.76
T00004821,12/12/2016,1051.6,168.26
T00004822,12/12/2016,121.97,19.52
T00004823,12/12/2016,714,114.24
T00004824,12/12/2016,592.88,94.86
T00004825,12/12/2016,340,54.4
T00004826,12/12/2016,255,40.8
T00004827,12/12/2016,510,81.6
T00004828,12/12/2016,2465,394.4
T00004829,12/12/2016,340,54.4
T00004830,12/12/2016,170,27.2
T00004831,12/12/2016,1020,163.2
T00004832,12/12/2016,14712,2353.92
T00004833,13/12/2016,414,66.24
T00004834,13/12/2016,5151,824.16
T00004835,13/12/2016,250,40
T00004836,13/12/2016,1185,189.6
T00004837,13/12/2016,108,17.28
T00004838,14/12/2016,410,65.6
T00004839,14/12/2016,148.22,23.72
T00004840,14/12/2016,7318.97,1171.04
T00004841,14/12/2016,820,131.2
T00004842,14/12/2016,820,131.2
T00004843,14/12/2016,85,13.6
T00004844,15/12/2016,621,99.36
T00004845,15/12/2016,1403.61,224.58
T00004846,15/12/2016,107.97,17.28
T00004847,15/12/2016,520.22,83.24
T00004848,15/12/2016,414,66.24
T00004849,15/12/2016,205,32.8
T00004850,15/12/2016,207,33.12
T00004851,15/12/2016,2309,369.44
T00004852,16/12/2016,85,13.6
T00004853,16/12/2016,170,27.2
T00004854,16/12/2016,5576,892.16
T00004855,16/12/2016,227.5,36.4
T00004856,16/12/2016,510,81.6
T00004857,16/12/2016,17967,2874.72
T00004858,16/12/2016,1051.15,168.18
T00004859,19/12/2016,430,68.8
T00004860,19/12/2016,2309,369.44
T00004861,19/12/2016,3428,548.48
T00004862,19/12/2016,207,33.12
T00004863,19/12/2016,844,135.04
T00004864,19/12/2016,765,122.4
T00004865,19/12/2016,10455,1672.8
T00004866,19/12/2016,13940,2230.4
T00004867,19/12/2016,79,12.64
T00004868,19/12/2016,1200,192
T00004869,19/12/2016,3416,546.56
T00004870,19/12/2016,3060,489.6
T00004871,20/12/2016,1820.82,291.33
T00004872,20/12/2016,1065,170.4
T00004873,20/12/2016,1282,205.12
T00004874,20/12/2016,429,68.64
T00004875,20/12/2016,434,69.44
T00004876,20/12/2016,784,125.44
T00004877,20/12/2016,255,40.8
T00004878,20/12/2016,430,68.8
T00004879,20/12/2016,85,13.6
T00004880,20/12/2016,2978,476.48
T00004881,20/12/2016,250,40
T00004882,21/12/2016,97,15.52
T00004883,21/12/2016,800,128
T00004884,21/12/2016,3315,530.4
T00004885,21/12/2016,4726,756.16
T00004886,21/12/2016,340,54.4
T00004887,21/12/2016,425,68
T00004888,21/12/2016,170,27.2
T00004889,21/12/2016,422,67.52
T00004890,21/12/2016,595,95.2
T00004891,21/12/2016,1000,160
T00004892,21/12/2016,1250,200
T00004893,21/12/2016,270,43.2
T00004894,21/12/2016,697.75,111.64
T00004895,21/12/2016,1035,165.6
T00004896,21/12/2016,120.09,19.21
T00004897,22/12/2016,918,146.88
T00004898,22/12/2016,85,13.6
T00004899,22/12/2016,220.5,35.28
T00004900,22/12/2016,1937,309.92
T00004901,22/12/2016,107.97,17.28
T00004902,22/12/2016,685.3,109.65
T00004903,22/12/2016,414,66.24
T00004904,22/12/2016,621,99.36
T00004905,22/12/2016,595,95.2
T00004906,22/12/2016,207,33.12
T00004907,22/12/2016,369.55,59.13
T00004908,22/12/2016,5938.35,950.14
T00004909,22/12/2016,131.45,21.03
T00004910,22/12/2016,255,40.8
T00004911,23/12/2016,162,25.92
T00004912,23/12/2016,194.88,31.18
T00004913,23/12/2016,1964.26,314.28
T00004914,23/12/2016,750,120
T00004915,23/12/2016,935,149.6
T00004916,23/12/2016,935,149.6
T00004917,26/12/2016,1497,239.52
T00004918,26/12/2016,698.33,111.73
T00004919,26/12/2016,4845,775.2
T00004920,26/12/2016,425,68
T00004921,26/12/2016,232.4,37.18
T00004922,26/12/2016,510,81.6
T00004923,26/12/2016,414,66.24
T00004924,26/12/2016,340,54.4
T00004925,26/12/2016,2465,394.4
T00004926,26/12/2016,450,72
T00004927,26/12/2016,6685,1069.6
T00004928,26/12/2016,207,33.12
T00004929,26/12/2016,194.88,31.18
T00004930,26/12/2016,429,68.64
T00004931,26/12/2016,215,34.4
T00004932,26/12/2016,1270.79,203.33
T00004933,26/12/2016,3655,584.8
T00004934,26/12/2016,414,66.24
T00004935,26/12/2016,10370,1659.2
T00004936,26/12/2016,207,33.12
T00004937,26/12/2016,10526,1684.16
T00004938,26/12/2016,215,34.4
T00004939,26/12/2016,7735,1237.6
T00004940,27/12/2016,270,43.2
T00004941,27/12/2016,102,16.32
T00004942,27/12/2016,85,13.6
T00004943,27/12/2016,408,65.28
T00004944,27/12/2016,1224,195.84
T00004945,27/12/2016,918,146.88
T00004946,27/12/2016,389.76,62.36
T00004947,28/12/2016,430,68.8
T00004948,28/12/2016,1360,217.6
T00004949,28/12/2016,510,81.6
T00004950,29/12/2016,385,61.6
T00004951,30/12/2016,637,101.92
T00004952,02/01/2017,1479,236.64
T00004953,02/01/2017,468.75,75
T00004954,02/01/2017,1734,277.44
T00004955,02/01/2017,210,33.6
T00004956,02/01/2017,250,40
T00004957,03/01/2017,2352,376.32
T00004958,03/01/2017,215,34.4
T00004959,04/01/2017,222.09,35.53
T00004960,04/01/2017,16325,2612
T00004961,05/01/2017,969,155.04
T00004962,05/01/2017,1468,234.88
T00004963,05/01/2017,1274,203.84
T00004964,05/01/2017,615,98.4
T00004965,05/01/2017,263,42.08
T00004966,05/01/2017,217,34.72
T00004967,05/01/2017,450,72
T00004968,05/01/2017,651,104.16
T00004969,06/01/2017,1187.5,190
T00004970,06/01/2017,1300,208
T00004971,06/01/2017,828,132.48
T00004972,06/01/2017,1495,239.2
T00004973,09/01/2017,3611,577.76
T00004974,09/01/2017,430,68.8
T00004975,09/01/2017,240.18,38.43
T00004976,09/01/2017,3462,553.92
T00004977,09/01/2017,4411,705.76
T00004978,09/01/2017,5032,805.12
T00004979,09/01/2017,207,33.12
T00004980,09/01/2017,2214,354.24
T00004981,09/01/2017,1836,293.76
T00004982,09/01/2017,590,94.4
T00004983,09/01/2017,207,33.12
T00004984,09/01/2017,100,16
T00004985,09/01/2017,500,80
T00004986,09/01/2017,1054,168.64
T00004987,10/01/2017,1200,192
T00004988,10/01/2017,417,66.72
T00004989,10/01/2017,641.2,102.59
T00004990,10/01/2017,2665,426.4
T00004991,11/01/2017,2570,411.2
T00004992,11/01/2017,1055,168.8
T00004993,11/01/2017,430,68.8
T00004994,11/01/2017,330,52.8
T00004995,11/01/2017,80,12.8
T00004996,11/01/2017,207,33.12
T00004997,12/01/2017,204,32.64
T00004998,12/01/2017,4165,666.4
T00004999,12/01/2017,1525,244
T00005000,12/01/2017,2140,342.4
T00005001,12/01/2017,414,66.24
T00005002,12/01/2017,294,47.04
T00005003,12/01/2017,860,137.6
T00005004,12/01/2017,140,22.4
T00005005,12/01/2017,1747,279.52
T00005006,12/01/2017,317.94,50.87
T00005007,12/01/2017,215,34.4
T00005008,13/01/2017,1000,160
T00005009,13/01/2017,85,13.6
T00005010,13/01/2017,1071,171.36
T00005011,13/01/2017,466,74.56
T00005012,16/01/2017,100,16
T00005013,16/01/2017,499,79.84
T00005014,16/01/2017,50,8
T00005015,16/01/2017,210,33.6
T00005016,16/01/2017,1500,240
T00005017,16/01/2017,207,33.12
T00005018,16/01/2017,430,68.8
T00005019,16/01/2017,884,141.44
T00005020,16/01/2017,430,68.8
T00005021,16/01/2017,2942,470.72
T00005022,16/01/2017,1055,168.8
T00005023,16/01/2017,430,68.8
T00005024,16/01/2017,232.4,37.18
T00005025,16/01/2017,640,102.4
T00005026,16/01/2017,631,100.96
T00005027,17/01/2017,1250,200
T00005028,17/01/2017,114.33,18.29
T00005029,17/01/2017,442,70.72
T00005030,17/01/2017,309,49.44
T00005031,17/01/2017,1280,204.8
T00005032,17/01/2017,207,33.12
T00005033,17/01/2017,215,34.4
T00005034,18/01/2017,204,32.64
T00005035,18/01/2017,330,52.8
T00005036,18/01/2017,70,11.2
T00005037,18/01/2017,1780,284.8
T00005038,18/01/2017,432,69.12
T00005039,18/01/2017,3060,489.6
T00005040,18/01/2017,852,136.32
T00005041,19/01/2017,940,150.4
T00005042,19/01/2017,1020,163.2
T00005043,19/01/2017,1297,207.52
T00005044,19/01/2017,1212,193.92
T00005045,19/01/2017,420,67.2
T00005046,19/01/2017,1503,240.48
T00005047,19/01/2017,1879,300.64
T00005048,19/01/2017,2392.68,382.83
T00005049,19/01/2017,207,33.12
T00005050,19/01/2017,4165,666.4
T00005051,19/01/2017,4165,666.4
T00005052,20/01/2017,215,34.4
T00005053,20/01/2017,939.03,150.24
T00005054,20/01/2017,255,40.8
T00005055,20/01/2017,0,0
T00005056,20/01/2017,0,0
T00005057,20/01/2017,0,0
T00005058,20/01/2017,0,0
T00005059,20/01/2017,0,0
T00005060,20/01/2017,0,0
T00005061,20/01/2017,0,0
T00005062,20/01/2017,0,0
T00005063,20/01/2017,0,0
T00005064,20/01/2017,0,0
T00005065,20/01/2017,0,0
T00005066,20/01/2017,0,0
T00005067,20/01/2017,0,0
T00005068,20/01/2017,0,0
T00005069,20/01/2017,0,0
T00005070,20/01/2017,0,0
T00005071,20/01/2017,0,0
T00005072,20/01/2017,0,0
T00005073,23/01/2017,394,63.04
T00005074,23/01/2017,1911,305.76
T00005075,23/01/2017,1871,299.36
T00005076,23/01/2017,215,34.4
T00005077,23/01/2017,1909,305.44
T00005078,23/01/2017,227,36.32
T00005079,23/01/2017,1250,200
T00005080,23/01/2017,2258,361.28
T00005081,23/01/2017,1405,224.8
T00005082,23/01/2017,425,68
T00005083,23/01/2017,360.27,57.64
T00005084,23/01/2017,5294.28,847.08
T00005085,23/01/2017,1596,255.36
T00005086,23/01/2017,2975,476
T00005087,23/01/2017,3201.24,512.2
T00005088,24/01/2017,348.75,55.8
T00005089,24/01/2017,1627.69,260.43
T00005090,24/01/2017,621,99.36
T00005091,24/01/2017,230.58,36.89
T00005092,25/01/2017,99.69,15.95
T00005093,25/01/2017,1106,176.96
T00005094,25/01/2017,294,47.04
T00005095,25/01/2017,215,34.4
T00005096,25/01/2017,2120,339.2
T00005097,25/01/2017,2206,352.96
T00005098,25/01/2017,340,54.4
T00005099,25/01/2017,430,68.8
T00005100,26/01/2017,255,40.8
T00005101,26/01/2017,1266,202.56
T00005102,26/01/2017,430,68.8
T00005103,26/01/2017,247,39.52
T00005104,26/01/2017,2070,331.2
T00005105,26/01/2017,255,40.8
T00005106,26/01/2017,168,26.88
T00005107,26/01/2017,1230,196.8
T00005108,26/01/2017,160,25.6
T00005109,27/01/2017,414,66.24
T00005110,27/01/2017,3388,542.08
T00005111,27/01/2017,4540.43,726.47
T00005112,27/01/2017,348.75,55.8
T00005113,27/01/2017,422,67.52
T00005114,27/01/2017,697.5,111.6
T00005115,27/01/2017,348.75,55.8
T00005116,27/01/2017,1066,170.56
T00005117,27/01/2017,839,134.24
T00005118,27/01/2017,3320,531.2
T00005119,27/01/2017,222,35.52
T00005120,27/01/2017,194.88,31.18
T00005121,27/01/2017,2779,444.64
T00005122,27/01/2017,430,68.8
T00005123,27/01/2017,1680,268.8
T00005124,30/01/2017,227,36.32
T00005125,30/01/2017,207,33.12
T00005126,30/01/2017,808,129.28
T00005127,30/01/2017,210,33.6
T00005128,30/01/2017,212,33.92
T00005129,31/01/2017,546,87.36
T00005130,31/01/2017,1378.52,220.56
T00005131,31/01/2017,296.44,47.43
T00005132,31/01/2017,884,141.44
T00005133,31/01/2017,960,153.6
T00005134,31/01/2017,0,0
T00005135,01/02/2017,1020,163.2
T00005136,01/02/2017,1555,248.8
T00005137,01/02/2017,170,27.2
T00005138,01/02/2017,395.97,63.36
T00005139,02/02/2017,215,34.4
T00005140,02/02/2017,865,138.4
T00005141,02/02/2017,621,99.36
T00005142,02/02/2017,1035,165.6
T00005143,02/02/2017,2380,380.8
T00005144,02/02/2017,1634.81,261.57
T00005145,02/02/2017,394.35,63.1
T00005146,02/02/2017,394.35,63.1
T00005147,02/02/2017,207,33.12
T00005148,02/02/2017,703.02,112.48
T00005149,02/02/2017,664,106.24
T00005150,03/02/2017,1624.58,259.93
T00005151,03/02/2017,408,65.28
T00005152,03/02/2017,4830,772.8
T00005153,03/02/2017,207,33.12
T00005154,03/02/2017,212,33.92
T00005155,03/02/2017,161,25.76
T00005156,03/02/2017,680,108.8
T00005157,03/02/2017,4255,680.8
T00005158,07/02/2017,672,107.52
T00005159,07/02/2017,1025,164
T00005160,07/02/2017,1030,164.8
T00005161,07/02/2017,12756,2040.96
T00005162,07/02/2017,5956,952.96
T00005163,07/02/2017,433,69.28
T00005164,07/02/2017,1059,169.44
T00005165,07/02/2017,202,32.32
T00005166,07/02/2017,1883,301.28
T00005167,07/02/2017,3535,565.6
T00005168,07/02/2017,312,49.92
T00005169,07/02/2017,203,32.48
T00005170,07/02/2017,3184,509.44
T00005171,07/02/2017,117,18.72
T00005172,07/02/2017,224,35.84
T00005173,07/02/2017,990,158.4
T00005174,07/02/2017,203,32.48
T00005175,07/02/2017,104,16.64
T00005176,07/02/2017,420,67.2
T00005177,08/02/2017,8000,1280
T00005178,08/02/2017,4970,795.2
T00005179,08/02/2017,415,66.4
T00005180,08/02/2017,142,22.72
T00005181,09/02/2017,2325,372
T00005182,09/02/2017,2080,332.8
T00005183,09/02/2017,240,38.4
T00005184,09/02/2017,857,137.12
T00005185,10/02/2017,808,129.28
T00005186,10/02/2017,2183,349.28
T00005187,10/02/2017,202,32.32
T00005188,10/02/2017,369,59.04
T00005189,10/02/2017,208,33.28
T00005190,10/02/2017,1446,231.36
T00005191,10/02/2017,4135,661.6
T00005192,10/02/2017,402,64.32
T00005193,10/02/2017,2560,409.6
T00005194,10/02/2017,207,33.12
T00005195,10/02/2017,220,35.2
T00005196,10/02/2017,457.8,73.25
T00005197,10/02/2017,104,16.64
T00005198,10/02/2017,195,31.2
T00005199,10/02/2017,1274,203.84
T00005200,10/02/2017,207,33.12
